,bill_id,member_id,vote_position
1712,hr2231-113,W000816,No
1713,hr2231-113,W000795,No
1714,hr2231-113,W000808,Yes
1715,hr2231-113,W000804,No
1716,hr2231-113,W000809,No
1717,hr2231-113,W000810,No
1718,hr2231-113,Y000062,Yes
1719,hr2231-113,Y000065,No
1720,hr254-113,B001271,Yes
1721,hr254-113,B001255,Yes
1722,hr254-113,B000911,Yes
1723,hr254-113,C001036,Yes
1724,hr254-113,C001083,Yes
1725,hr254-113,C001045,Yes
1726,hr254-113,E000290,Yes
1727,hr254-113,E000291,Yes
1728,hr254-113,F000030,Yes
1729,hr254-113,F000458,Yes
1730,hr254-113,F000451,Yes
1731,hr254-113,F000456,Yes
1732,hr254-113,F000445,Yes
1733,hr254-113,G000548,Yes
1734,hr254-113,G000564,Yes
1735,hr254-113,G000556,Yes
1736,hr254-113,H001063,Yes
1737,hr254-113,H001051,Yes
1738,hr254-113,H001055,Yes
1739,hr254-113,H000636,Yes
1740,hr254-113,H001034,Yes
1741,hr254-113,H001057,Yes
1742,hr254-113,H001060,Yes
1743,hr254-113,I000057,Yes
1744,hr254-113,K000363,Yes
1745,hr254-113,L000571,Yes
1746,hr254-113,M000404,No
1747,hr254-113,M000689,Yes
1748,hr254-113,M001144,Yes
1749,hr254-113,M001150,Yes
1750,hr254-113,M001191,Yes
1751,hr254-113,N000182,Yes
1752,hr254-113,N000185,Yes
1753,hr254-113,P000373,Yes
1754,hr254-113,R000053,Yes
1755,hr254-113,R000587,Yes
1756,hr254-113,R000589,Yes
1757,hr254-113,S000018,Yes
1758,hr254-113,S000030,Yes
1759,hr254-113,S001188,Yes
1760,hr254-113,W000796,Yes
1761,hr254-113,W000413,Not Voting
1762,hr254-113,B001269,Yes
1763,hr254-113,B000213,Yes
1764,hr254-113,B000287,Yes
1765,hr254-113,B001273,Yes
1766,hr254-113,B001227,Yes
1767,hr254-113,B001283,Yes
1768,hr254-113,C001037,Yes
1769,hr254-113,C001076,Yes
1770,hr254-113,C001077,Yes
1771,hr254-113,C000714,Yes
1772,hr254-113,C001038,Yes
1773,hr254-113,C001048,Not Voting
1774,hr254-113,D000620,Yes
1775,hr254-113,D000612,Yes
1776,hr254-113,D000604,Yes
1777,hr254-113,D000621,Yes
1778,hr254-113,D000533,Yes
1779,hr254-113,E000288,Yes
1780,hr254-113,E000293,Yes
1781,hr254-113,F000460,Yes
1782,hr254-113,F000448,Yes
1783,hr254-113,F000372,Yes
1784,hr254-113,G000289,Yes
1785,hr254-113,G000566,Yes
1786,hr254-113,G000410,Yes
1787,hr254-113,H001059,Yes
1788,hr254-113,I000056,Yes
1789,hr254-113,J000290,Yes
1790,hr254-113,J000174,Yes
1791,hr254-113,L000573,Yes
1792,hr254-113,L000567,Yes
1793,hr254-113,L000263,Yes
1794,hr254-113,L000554,Yes
1795,hr254-113,L000580,Not Voting
1796,hr254-113,M001181,Yes
1797,hr254-113,M001189,Yes
1798,hr254-113,M001182,Yes
1799,hr254-113,M001151,Yes
1800,hr254-113,N000184,Not Voting
1801,hr254-113,N000127,Yes
1802,hr254-113,O000170,Yes
1803,hr254-113,P000594,Yes
1804,hr254-113,P000588,Yes
1805,hr254-113,P000606,Yes
1806,hr254-113,P000592,Not Voting
1807,hr254-113,P000598,Yes
1808,hr254-113,P000602,Yes
1809,hr254-113,P000591,Yes
1810,hr254-113,R000578,Yes
1811,hr254-113,R000586,Yes
1812,hr254-113,R000409,Not Voting
1813,hr254-113,R000592,Yes
1814,hr254-113,R000583,Yes
1815,hr254-113,R000435,Not Voting
1816,hr254-113,R000580,Yes
1817,hr254-113,R000593,Yes
1818,hr254-113,R000598,Yes
1819,hr254-113,R000487,Yes
1820,hr254-113,R000570,Yes
1821,hr254-113,S000250,Yes
1822,hr254-113,S001170,Yes
1823,hr254-113,S001154,Yes
1824,hr254-113,S000480,Yes
1825,hr254-113,S000583,Yes
1826,hr254-113,T000462,Yes
1827,hr254-113,T000465,Yes
1828,hr254-113,V000129,Yes
1829,hr254-113,W000799,Yes
1830,hr254-113,Y000063,Yes
1831,hr254-113,A000055,Yes
1832,hr254-113,A000367,No
1833,hr254-113,A000369,Yes
1834,hr254-113,B001282,Yes
1835,hr254-113,B001270,Yes
1836,hr254-113,B001281,Yes
1837,hr254-113,B001287,Yes
1838,hr254-113,B001257,Not Voting
1839,hr254-113,B001250,Yes
1840,hr254-113,B000490,Yes
1841,hr254-113,B000574,Yes
1842,hr254-113,B001278,Yes
1843,hr254-113,B000755,Yes
1844,hr254-113,B001274,Not Voting
1845,hr254-113,B001284,Yes
1846,hr254-113,B001285,Yes
1847,hr254-113,B001260,Yes
1848,hr254-113,B001275,Yes
1849,hr254-113,B001248,Yes
1850,hr254-113,B001286,Yes
1851,hr254-113,B001251,Not Voting
1852,hr254-113,C000059,Yes
1853,hr254-113,C001097,Yes
1854,hr254-113,C001072,Yes
1855,hr254-113,C001051,Yes
1856,hr254-113,C001090,Yes
1857,hr254-113,C001066,Not Voting
1858,hr254-113,C001091,Yes
1859,hr254-113,C000266,Yes
1860,hr254-113,C001080,Yes
1861,hr254-113,C001084,Yes
1862,hr254-113,C001067,Yes
1863,hr254-113,C001049,Yes
1864,hr254-113,C001061,Yes
1865,hr254-113,C000537,Yes
1866,hr254-113,C001068,Not Voting
1867,hr254-113,C001053,Yes
1868,hr254-113,C001093,Yes
1869,hr254-113,C001092,Yes
1870,hr254-113,C001062,Yes
1871,hr254-113,C001078,Yes
1872,hr254-113,C001094,Yes
1873,hr254-113,C000754,Yes
1874,hr254-113,C001059,Yes
1875,hr254-113,C001069,Yes
1876,hr254-113,C001087,Yes
1877,hr254-113,C001063,Yes
1878,hr254-113,C000984,Not Voting
1879,hr254-113,D000096,Yes
1880,hr254-113,D000619,Yes
1881,hr254-113,D000598,Yes
1882,hr254-113,D000191,Yes
1883,hr254-113,D000197,Yes
1884,hr254-113,D000216,Yes
1885,hr254-113,D000617,Yes
1886,hr254-113,D000616,Yes
1887,hr254-113,D000610,Yes
1888,hr254-113,D000600,Yes
1889,hr254-113,D000399,Yes
1890,hr254-113,D000482,Yes
1891,hr254-113,D000614,Yes
1892,hr254-113,D000615,Yes
1893,hr254-113,E000179,Yes
1894,hr254-113,E000215,Yes
1895,hr254-113,F000459,Yes
1896,hr254-113,F000461,Yes
1897,hr254-113,F000449,Yes
1898,hr254-113,F000454,Yes
1899,hr254-113,F000450,Yes
1900,hr254-113,F000462,Yes
1901,hr254-113,F000455,Yes
1902,hr254-113,G000571,Yes
1903,hr254-113,G000559,No
1904,hr254-113,G000563,Yes
1905,hr254-113,G000552,Not Voting
1906,hr254-113,G000565,Yes
1907,hr254-113,G000377,Yes
1908,hr254-113,G000560,Yes
1909,hr254-113,G000546,Yes
1910,hr254-113,G000553,Yes
1911,hr254-113,G000568,Yes
1912,hr254-113,G000551,Not Voting
1913,hr254-113,G000558,Yes
1914,hr254-113,H001052,Yes
1915,hr254-113,H001053,Yes
1916,hr254-113,H000324,Not Voting
1917,hr254-113,H001064,Yes
1918,hr254-113,H001056,Yes
1919,hr254-113,H001038,Yes
1920,hr254-113,H001047,Yes
1921,hr254-113,H001065,Yes
1922,hr254-113,H001066,Yes
1923,hr254-113,H000874,Yes
1924,hr254-113,H001067,Yes
1925,hr254-113,H001068,Yes
1926,hr254-113,H001058,Yes
1927,hr254-113,H001048,Yes
1928,hr254-113,J000032,Yes
1929,hr254-113,J000294,Yes
1930,hr254-113,J000292,Yes
1931,hr254-113,J000126,Yes
1932,hr254-113,J000288,Yes
1933,hr254-113,J000255,Yes
1934,hr254-113,J000289,Yes
1935,hr254-113,J000295,Yes
1936,hr254-113,K000009,No
1937,hr254-113,K000375,Yes
1938,hr254-113,K000376,Yes
1939,hr254-113,K000379,Yes
1940,hr254-113,K000380,Not Voting
1941,hr254-113,K000381,Yes
1942,hr254-113,K000188,Yes
1943,hr254-113,K000210,Yes
1944,hr254-113,K000362,Yes
1945,hr254-113,K000378,Yes
1946,hr254-113,K000368,Yes
1947,hr254-113,K000382,Yes
1948,hr254-113,L000578,Yes
1949,hr254-113,L000564,Yes
1950,hr254-113,L000559,Yes
1951,hr254-113,L000560,Yes
1952,hr254-113,L000557,Yes
1953,hr254-113,L000566,Yes
1954,hr254-113,L000551,Yes
1955,hr254-113,L000287,Yes
1956,hr254-113,L000563,Yes
1957,hr254-113,L000565,Not Voting
1958,hr254-113,L000397,Yes
1959,hr254-113,L000576,Yes
1960,hr254-113,L000579,Yes
1961,hr254-113,L000480,Yes
1962,hr254-113,L000491,Yes
1963,hr254-113,L000569,Yes
1964,hr254-113,L000570,Yes
1965,hr254-113,L000562,Not Voting
1966,hr254-113,M001185,Yes
1967,hr254-113,M000087,Not Voting
1968,hr254-113,M001158,Yes
1969,hr254-113,M001179,Yes
1970,hr254-113,M001184,Yes
1971,hr254-113,M001163,Yes
1972,hr254-113,M001165,Yes
1973,hr254-113,M001157,Yes
1974,hr254-113,M001177,Yes
1975,hr254-113,M001143,Yes
1976,hr254-113,M000312,Yes
1977,hr254-113,M001156,Yes
1978,hr254-113,M001180,Yes
1979,hr254-113,M001159,Yes
1980,hr254-113,M001166,Yes
1981,hr254-113,M001187,Yes
1982,hr254-113,M001137,Yes
1983,hr254-113,M001188,Yes
1984,hr254-113,M001160,Yes
1985,hr254-113,M001190,Yes
1986,hr254-113,N000002,Yes
1987,hr254-113,N000179,Yes
1988,hr254-113,N000015,Yes
1989,hr254-113,N000181,Yes
1990,hr254-113,O000168,Yes
1991,hr254-113,P000601,Yes
1992,hr254-113,P000034,Yes
1993,hr254-113,P000096,Yes
1994,hr254-113,P000604,Yes
1995,hr254-113,P000197,Yes
1996,hr254-113,P000593,Yes
1997,hr254-113,P000605,Yes
1998,hr254-113,P000608,Yes
1999,hr254-113,P000258,Yes
2000,hr254-113,P000597,Yes
2001,hr254-113,P000607,Yes
2002,hr254-113,P000599,Yes
2003,hr254-113,P000523,Yes
2004,hr254-113,Q000023,Yes
2005,hr254-113,R000585,Yes
2006,hr254-113,R000597,Yes
2007,hr254-113,R000588,Yes
2008,hr254-113,R000591,Yes
2009,hr254-113,R000582,Yes
2010,hr254-113,R000395,Yes
2011,hr254-113,R000575,Yes
2012,hr254-113,R000486,Yes
2013,hr254-113,R000599,Yes
2014,hr254-113,R000576,Not Voting
2015,hr254-113,R000515,Yes
2016,hr254-113,R000577,Not Voting
2017,hr254-113,S001156,Yes
2018,hr254-113,S001168,Yes
2019,hr254-113,S001176,Yes
2020,hr254-113,S001145,Yes
2021,hr254-113,S001150,Yes
2022,hr254-113,S001190,Yes
2023,hr254-113,S001180,Yes
2024,hr254-113,S001183,Yes
2025,hr254-113,S001157,Yes
2026,hr254-113,S001189,Yes
2027,hr254-113,S000185,Yes
2028,hr254-113,S000244,Yes
2029,hr254-113,S000248,Yes
2030,hr254-113,S001185,Yes
2031,hr254-113,S000344,Yes
2032,hr254-113,S000364,Yes
2033,hr254-113,S001148,Yes
2034,hr254-113,S001165,Yes
2035,hr254-113,S001172,Yes
2036,hr254-113,S000510,Yes
2037,hr254-113,S000522,Yes
2038,hr254-113,S001175,Yes
2039,hr254-113,S001192,Yes
2040,hr254-113,S001187,Yes
2041,hr254-113,S001193,Yes
2042,hr254-113,T000472,Yes
2043,hr254-113,T000467,Yes
2044,hr254-113,T000193,Yes
2045,hr254-113,T000460,Yes
2046,hr254-113,T000238,Yes
2047,hr254-113,T000470,Yes
2048,hr254-113,T000468,Yes
2049,hr254-113,T000469,Yes
2050,hr254-113,T000463,Yes
2051,hr254-113,U000031,Yes
2052,hr254-113,V000130,Yes
2053,hr254-113,V000131,Yes
2054,hr254-113,V000132,Yes
2055,hr254-113,V000081,Yes
2056,hr254-113,V000108,Yes
2057,hr254-113,W000812,Yes
2058,hr254-113,W000798,Yes
2059,hr254-113,W000791,Yes
2060,hr254-113,W000813,Yes
2061,hr254-113,W000797,Yes
2062,hr254-113,W000187,Yes
2063,hr254-113,W000814,Yes
2064,hr254-113,W000806,Yes
2065,hr254-113,W000800,Yes
2066,hr254-113,W000815,Yes
2067,hr254-113,W000816,Yes
2068,hr254-113,W000795,Yes
2069,hr254-113,W000808,Yes
2070,hr254-113,W000804,Yes
2071,hr254-113,W000809,Yes
2072,hr254-113,W000810,Yes
2073,hr254-113,Y000062,Yes
2074,hr254-113,Y000065,Yes
2075,hr2728-113,B001271,No
2076,hr2728-113,B001255,No
2077,hr2728-113,B000911,Yes
2078,hr2728-113,C001036,Yes
2079,hr2728-113,C001083,Yes
2080,hr2728-113,C001045,No
2081,hr2728-113,E000290,Yes
2082,hr2728-113,E000291,No
2083,hr2728-113,F000030,Yes
2084,hr2728-113,F000458,No
2085,hr2728-113,F000451,No
2086,hr2728-113,F000456,No
2087,hr2728-113,F000445,No
2088,hr2728-113,G000548,No
2089,hr2728-113,G000564,Yes
2090,hr2728-113,G000556,Yes
2091,hr2728-113,H001063,Yes
2092,hr2728-113,H001051,No
2093,hr2728-113,H001055,No
2094,hr2728-113,H000636,Yes
2095,hr2728-113,H001034,Yes
2096,hr2728-113,H001057,No
2097,hr2728-113,H001060,Not Voting
2098,hr2728-113,I000057,Yes
2099,hr2728-113,K000363,No
2100,hr2728-113,L000571,Not Voting
2101,hr2728-113,M000404,Yes
2102,hr2728-113,M000689,No
2103,hr2728-113,M001144,No
2104,hr2728-113,M001150,No
2105,hr2728-113,M001191,Yes
2106,hr2728-113,N000182,No
2107,hr2728-113,N000185,No
2108,hr2728-113,P000373,No
2109,hr2728-113,R000053,Yes
2110,hr2728-113,R000587,No
2111,hr2728-113,R000589,No
2112,hr2728-113,S000018,No
2113,hr2728-113,S000030,Yes
2114,hr2728-113,S001188,No
2115,hr2728-113,W000796,No
2116,hr2728-113,W000413,No
2117,hr2728-113,B001269,No
2118,hr2728-113,B000213,No
2119,hr2728-113,B000287,Yes
2120,hr2728-113,B001273,No
2121,hr2728-113,B001227,Yes
2122,hr2728-113,B001283,No
2123,hr2728-113,C001037,Yes
2124,hr2728-113,C001076,No
2125,hr2728-113,C001077,No
2126,hr2728-113,C000714,Yes
2127,hr2728-113,C001038,Yes
2128,hr2728-113,C001048,No
2129,hr2728-113,D000620,Yes
2130,hr2728-113,D000612,No
2131,hr2728-113,D000604,No
2132,hr2728-113,D000621,No
2133,hr2728-113,D000533,No
2134,hr2728-113,E000288,Yes
2135,hr2728-113,E000293,Yes
2136,hr2728-113,F000460,No
2137,hr2728-113,F000448,No
2138,hr2728-113,F000372,No
2139,hr2728-113,G000289,No
2140,hr2728-113,G000566,No
2141,hr2728-113,G000410,No
2142,hr2728-113,H001059,No
2143,hr2728-113,I000056,No
2144,hr2728-113,J000290,No
2145,hr2728-113,J000174,No
2146,hr2728-113,L000573,No
2147,hr2728-113,L000567,No
2148,hr2728-113,L000263,Yes
2149,hr2728-113,L000554,No
2150,hr2728-113,L000580,Yes
2151,hr2728-113,M001181,No
2152,hr2728-113,M001189,No
2153,hr2728-113,M001182,No
2154,hr2728-113,M001151,No
2155,hr2728-113,N000184,Not Voting
2156,hr2728-113,N000127,Yes
2157,hr2728-113,O000170,Yes
2158,hr2728-113,P000594,No
2159,hr2728-113,P000588,No
2160,hr2728-113,P000606,No
2161,hr2728-113,P000592,No
2162,hr2728-113,P000598,Yes
2163,hr2728-113,P000602,No
2164,hr2728-113,P000591,No
2165,hr2728-113,R000578,No
2166,hr2728-113,R000586,No
2167,hr2728-113,R000409,No
2168,hr2728-113,R000592,No
2169,hr2728-113,R000583,No
2170,hr2728-113,R000435,No
2171,hr2728-113,R000580,No
2172,hr2728-113,R000593,No
2173,hr2728-113,R000598,No
2174,hr2728-113,R000487,No
2175,hr2728-113,R000570,No
2176,hr2728-113,S000051,No
2177,hr2728-113,S000250,No
2178,hr2728-113,S001170,Yes
2179,hr2728-113,S001154,Not Voting
2180,hr2728-113,S000480,Yes
2181,hr2728-113,S000583,No
2182,hr2728-113,T000462,No
2183,hr2728-113,T000465,Yes
2184,hr2728-113,V000129,No
2185,hr2728-113,W000799,Yes
2186,hr2728-113,Y000063,No
2187,hr2728-113,A000055,No
2188,hr2728-113,A000367,No
2189,hr2728-113,A000369,No
2190,hr2728-113,B001282,No
2191,hr2728-113,B001270,Yes
2192,hr2728-113,B001281,Yes
2193,hr2728-113,B001287,Yes
2194,hr2728-113,B001257,No
2195,hr2728-113,B001250,No
2196,hr2728-113,B000490,Yes
2197,hr2728-113,B000574,Yes
2198,hr2728-113,B001278,Yes
2199,hr2728-113,B000755,No
2200,hr2728-113,B001274,No
2201,hr2728-113,B001284,No
2202,hr2728-113,B001285,Yes
2203,hr2728-113,B001260,No
2204,hr2728-113,B001275,No
2205,hr2728-113,B001248,No
2206,hr2728-113,B001286,Yes
2207,hr2728-113,B001251,Yes
2208,hr2728-113,C000059,No
2209,hr2728-113,C001097,Yes
2210,hr2728-113,C001072,Yes
2211,hr2728-113,C001051,No
2212,hr2728-113,C001090,Yes
2213,hr2728-113,C001066,Yes
2214,hr2728-113,C001091,Yes
2215,hr2728-113,C000266,No
2216,hr2728-113,C001080,Yes
2217,hr2728-113,C001084,Yes
2218,hr2728-113,C001067,Yes
2219,hr2728-113,C001049,Yes
2220,hr2728-113,C001061,Yes
2221,hr2728-113,C000537,Yes
2222,hr2728-113,C001068,Yes
2223,hr2728-113,C001053,No
2224,hr2728-113,C001093,No
2225,hr2728-113,C001092,No
2226,hr2728-113,C001062,No
2227,hr2728-113,C001078,Yes
2228,hr2728-113,C001094,No
2229,hr2728-113,C000754,Yes
2230,hr2728-113,C001059,No
2231,hr2728-113,C001069,Yes
2232,hr2728-113,C001087,No
2233,hr2728-113,C001063,No
2234,hr2728-113,C000984,Yes
2235,hr2728-113,D000096,Yes
2236,hr2728-113,D000619,No
2237,hr2728-113,D000598,Yes
2238,hr2728-113,D000191,Yes
2239,hr2728-113,D000197,Yes
2240,hr2728-113,D000216,Yes
2241,hr2728-113,D000617,Yes
2242,hr2728-113,D000616,No
2243,hr2728-113,D000610,Yes
2244,hr2728-113,D000600,No
2245,hr2728-113,D000399,Yes
2246,hr2728-113,D000482,Yes
2247,hr2728-113,D000614,No
2248,hr2728-113,D000615,No
2249,hr2728-113,E000179,Yes
2250,hr2728-113,E000215,Yes
2251,hr2728-113,F000459,No
2252,hr2728-113,F000461,No
2253,hr2728-113,F000449,No
2254,hr2728-113,F000454,Yes
2255,hr2728-113,F000450,No
2256,hr2728-113,F000462,Yes
2257,hr2728-113,F000455,Yes
2258,hr2728-113,G000571,Yes
2259,hr2728-113,G000559,Yes
2260,hr2728-113,G000563,No
2261,hr2728-113,G000552,No
2262,hr2728-113,G000565,No
2263,hr2728-113,G000377,No
2264,hr2728-113,G000560,No
2265,hr2728-113,G000546,No
2266,hr2728-113,G000553,Yes
2267,hr2728-113,G000568,No
2268,hr2728-113,G000551,Yes
2269,hr2728-113,G000558,No
2270,hr2728-113,H001052,No
2271,hr2728-113,H001053,No
2272,hr2728-113,H000324,Yes
2273,hr2728-113,H001064,Yes
2274,hr2728-113,H001056,Not Voting
2275,hr2728-113,H001038,Yes
2276,hr2728-113,H001047,Yes
2277,hr2728-113,H001065,No
2278,hr2728-113,H001066,Yes
2279,hr2728-113,H000874,Yes
2280,hr2728-113,H001067,No
2281,hr2728-113,H001068,Yes
2282,hr2728-113,H001058,No
2283,hr2728-113,H001048,No
2284,hr2728-113,J000032,Yes
2285,hr2728-113,J000294,Yes
2286,hr2728-113,J000292,No
2287,hr2728-113,J000126,Yes
2288,hr2728-113,J000288,Yes
2289,hr2728-113,J000255,No
2290,hr2728-113,J000289,No
2291,hr2728-113,J000295,No
2292,hr2728-113,K000009,Yes
2293,hr2728-113,K000375,Yes
2294,hr2728-113,K000385,Yes
2295,hr2728-113,K000376,No
2296,hr2728-113,K000379,Yes
2297,hr2728-113,K000380,Yes
2298,hr2728-113,K000381,Yes
2299,hr2728-113,K000188,Yes
2300,hr2728-113,K000210,No
2301,hr2728-113,K000362,No
2302,hr2728-113,K000378,No
2303,hr2728-113,K000368,Yes
2304,hr2728-113,K000382,Yes
2305,hr2728-113,L000578,No
2306,hr2728-113,L000564,No
2307,hr2728-113,L000559,Yes
2308,hr2728-113,L000560,Yes
2309,hr2728-113,L000557,Yes
2310,hr2728-113,L000566,No
2311,hr2728-113,L000551,Yes
2312,hr2728-113,L000287,Yes
2313,hr2728-113,L000563,Yes
2314,hr2728-113,L000565,Yes
2315,hr2728-113,L000397,Yes
2316,hr2728-113,L000576,No
2317,hr2728-113,L000579,Yes
2318,hr2728-113,L000480,Yes
2319,hr2728-113,L000491,No
2320,hr2728-113,L000569,No
2321,hr2728-113,L000570,Yes
2322,hr2728-113,L000562,Yes
2323,hr2728-113,M001185,Yes
2324,hr2728-113,M000087,Yes
2325,hr2728-113,M001158,No
2326,hr2728-113,M001179,No
2327,hr2728-113,M001184,No
2328,hr2728-113,M001163,Yes
2329,hr2728-113,M001165,No
2330,hr2728-113,M001157,No
2331,hr2728-113,M001177,No
2332,hr2728-113,M001143,Yes
2333,hr2728-113,M000312,Yes
2334,hr2728-113,M001156,No
2335,hr2728-113,M001180,No
2336,hr2728-113,M001159,No
2337,hr2728-113,M001166,Yes
2338,hr2728-113,M001187,No
2339,hr2728-113,M001137,Yes
2340,hr2728-113,M001188,Yes
2341,hr2728-113,M001160,Yes
2342,hr2728-113,M001190,No
2343,hr2728-113,N000002,Yes
2344,hr2728-113,N000179,Yes
2345,hr2728-113,N000015,Yes
2346,hr2728-113,N000181,No
2347,hr2728-113,O000168,No
2348,hr2728-113,P000601,No
2349,hr2728-113,P000034,Yes
2350,hr2728-113,P000096,Yes
2351,hr2728-113,P000604,Yes
2352,hr2728-113,P000197,Yes
2353,hr2728-113,P000593,Yes
2354,hr2728-113,P000605,No
2355,hr2728-113,P000608,Yes
2356,hr2728-113,P000258,No
2357,hr2728-113,P000597,Yes
2358,hr2728-113,P000607,Yes
2359,hr2728-113,P000599,No
2360,hr2728-113,P000523,Yes
2361,hr2728-113,Q000023,Yes
2362,hr2728-113,R000585,No
2363,hr2728-113,R000597,No
2364,hr2728-113,R000588,Yes
2365,hr2728-113,R000591,No
2366,hr2728-113,R000582,No
2367,hr2728-113,R000395,No
2368,hr2728-113,R000575,No
2369,hr2728-113,R000486,Yes
2370,hr2728-113,R000599,Yes
2371,hr2728-113,R000576,Yes
2372,hr2728-113,R000515,Not Voting
2373,hr2728-113,R000577,Yes
2374,hr2728-113,S001156,Yes
2375,hr2728-113,S001168,Yes
2376,hr2728-113,S001176,No
2377,hr2728-113,S001145,Yes
2378,hr2728-113,S001150,Yes
2379,hr2728-113,S001190,Yes
2380,hr2728-113,S001180,Yes
2381,hr2728-113,S001183,No
2382,hr2728-113,S001157,Yes
2383,hr2728-113,S001189,No
2384,hr2728-113,S000185,Yes
2385,hr2728-113,S000244,No
2386,hr2728-113,S000248,Yes
2387,hr2728-113,S001185,Yes
2388,hr2728-113,S000344,Yes
2389,hr2728-113,S000364,No
2390,hr2728-113,S001148,No
2391,hr2728-113,S001165,Yes
2392,hr2728-113,S001172,No
2393,hr2728-113,S000510,Yes
2394,hr2728-113,S000522,No
2395,hr2728-113,S001195,No
2396,hr2728-113,S001175,Yes
2397,hr2728-113,S001192,No
2398,hr2728-113,S001187,No
2399,hr2728-113,S001193,Yes
2400,hr2728-113,T000472,Yes
2401,hr2728-113,T000467,No
2402,hr2728-113,T000193,Yes
2403,hr2728-113,T000460,Yes
2404,hr2728-113,T000238,No
2405,hr2728-113,T000470,No
2406,hr2728-113,T000468,Yes
2407,hr2728-113,T000469,Yes
2408,hr2728-113,T000463,No
2409,hr2728-113,U000031,No
2410,hr2728-113,V000130,Yes
2411,hr2728-113,V000131,Yes
2412,hr2728-113,V000132,No
2413,hr2728-113,V000081,Yes
2414,hr2728-113,V000108,Yes
2415,hr2728-113,W000812,No
2416,hr2728-113,W000798,No
2417,hr2728-113,W000791,No
2418,hr2728-113,W000813,No
2419,hr2728-113,W000797,Not Voting
2420,hr2728-113,W000187,Yes
2421,hr2728-113,W000814,No
2422,hr2728-113,W000806,No
2423,hr2728-113,W000800,Yes
2424,hr2728-113,W000815,No
2425,hr2728-113,W000816,No
2426,hr2728-113,W000795,No
2427,hr2728-113,W000808,Yes
2428,hr2728-113,W000804,No
2429,hr2728-113,W000809,No
2430,hr2728-113,W000810,No
2431,hr2728-113,Y000062,Yes
2432,hr2728-113,Y000065,No
2433,hr2842-112,B001271,No
2434,hr2842-112,B001255,No
2435,hr2842-112,B000911,Yes
2436,hr2842-112,C001036,Yes
2437,hr2842-112,C001083,Yes
2438,hr2842-112,C001045,No
2439,hr2842-112,D000613,No
2440,hr2842-112,E000290,Yes
2441,hr2842-112,E000291,No
2442,hr2842-112,F000030,Yes
2443,hr2842-112,F000458,No
2444,hr2842-112,F000451,No
2445,hr2842-112,F000456,No
2446,hr2842-112,F000445,No
2447,hr2842-112,G000548,No
2448,hr2842-112,G000564,No
2449,hr2842-112,G000570,No
2450,hr2842-112,H001063,Yes
2451,hr2842-112,H001051,No
2452,hr2842-112,H001055,No
2453,hr2842-112,H000636,Not Voting
2454,hr2842-112,H001034,Yes
2455,hr2842-112,H001057,No
2456,hr2842-112,H001060,No
2457,hr2842-112,I000057,Yes
2458,hr2842-112,K000363,No
2459,hr2842-112,L000571,No
2460,hr2842-112,M000404,Yes
2461,hr2842-112,M000689,No
2462,hr2842-112,M001144,No
2463,hr2842-112,M001150,No
2464,hr2842-112,N000182,No
2465,hr2842-112,N000185,No
2466,hr2842-112,P000373,No
2467,hr2842-112,R000053,Not Voting
2468,hr2842-112,R000587,No
2469,hr2842-112,R000589,No
2470,hr2842-112,S000030,Yes
2471,hr2842-112,S001188,No
2472,hr2842-112,W000796,No
2473,hr2842-112,W000413,No
2474,hr2842-112,B001269,No
2475,hr2842-112,B000213,No
2476,hr2842-112,B000287,Yes
2477,hr2842-112,B001273,No
2478,hr2842-112,B001227,Yes
2479,hr2842-112,C001037,Yes
2480,hr2842-112,C001076,No
2481,hr2842-112,C001077,No
2482,hr2842-112,C000714,Yes
2483,hr2842-112,C001038,Yes
2484,hr2842-112,C001048,No
2485,hr2842-112,D000612,No
2486,hr2842-112,D000604,No
2487,hr2842-112,D000533,No
2488,hr2842-112,E000288,Yes
2489,hr2842-112,F000460,No
2490,hr2842-112,F000448,No
2491,hr2842-112,F000372,No
2492,hr2842-112,G000289,No
2493,hr2842-112,G000566,No
2494,hr2842-112,G000410,Yes
2495,hr2842-112,H001059,No
2496,hr2842-112,I000056,No
2497,hr2842-112,J000290,No
2498,hr2842-112,J000174,No
2499,hr2842-112,L000573,Not Voting
2500,hr2842-112,L000567,No
2501,hr2842-112,L000263,Yes
2502,hr2842-112,L000554,No
2503,hr2842-112,M001181,No
2504,hr2842-112,M001182,No
2505,hr2842-112,M001151,No
2506,hr2842-112,N000184,No
2507,hr2842-112,P000594,No
2508,hr2842-112,P000588,No
2509,hr2842-112,P000592,No
2510,hr2842-112,P000598,No
2511,hr2842-112,P000602,No
2512,hr2842-112,P000591,No
2513,hr2842-112,R000578,No
2514,hr2842-112,R000586,No
2515,hr2842-112,R000409,No
2516,hr2842-112,R000592,No
2517,hr2842-112,R000583,No
2518,hr2842-112,R000435,No
2519,hr2842-112,R000580,No
2520,hr2842-112,R000593,No
2521,hr2842-112,R000487,No
2522,hr2842-112,R000570,No
2523,hr2842-112,S000250,No
2524,hr2842-112,S001154,No
2525,hr2842-112,S000480,Yes
2526,hr2842-112,S000583,No
2527,hr2842-112,T000462,No
2528,hr2842-112,T000465,Yes
2529,hr2842-112,W000799,Yes
2530,hr2842-112,Y000063,No
2531,hr2842-112,A000055,No
2532,hr2842-112,A000367,No
2533,hr2842-112,A000369,No
2534,hr2842-112,B001270,Yes
