,bill_id,congressdotgov_url,govtrack_url,title,summary,oil,solar,wind,hydro,nuclear,coal
178,s937-112,https://www.congress.gov/bill/112th-congress/senate-bill/937,https://www.govtrack.us/congress/bills/112/s937,"A bill to repeal certain barriers to domestic fuel production, and for other purposes.","American Alternative Fuels Act of 2011 - Amends the Energy Independence and Security Act of 2007 to repeal the requirement that any federal agency procurement contract for an alternative or synthetic fuel, including those from nonconventional petroleum sources, for any mobility-related use (except research or testing) specify that lifecycle greenhouse gas emissions associated with the fuel must, on an ongoing basis, be less than or equal to such emissions from equivalent conventional fuel produced from conventional petroleum sources. Amends the Energy Policy Act of 2005 to: (1) require the Secretary of Energy to report to certain congressional committees the reasons for any delayed approval of an application for a loan guarantee for a substitute natural gas, chemical feedstock, or liquid transportation fuel project; and (2) make certain substitute natural gas production facilities eligible for loan guarantees. Amends the Clean Air Act to require the Administrator of the Environmental Protection Agency (EPA), as an algae-based fuel incentive when calculating the applicable volume of renewable fuel for each calendar year, to consider each gallon of renewable biomass produced from algae to be equal to three gallons of renewable fuel if the algae-based fuel was produced using carbon dioxide captured in a manner that prevented its uncontrolled release into the atmosphere during a separate energy production process. Authorizes the Secretary of Defense (DOD), the Secretary of the Army, the Secretary of the Navy, the Secretary of the Air Force, the Secretary of Homeland Security (DHS), and the Administrator of the National Aeronautics and Space Administration (NASA) to enter into multiyear procurement contracts for alternative fuels, subject to certain requirements. Amends the Clean Air Act to direct the permitting authority, when establishing the best available control technology for a major emitting facility that is an electric generating facility located in a region in which demand for electricity has increased significantly due to the volume of electric vehicles, to take into account the extent to which emissions of a pollutant have been reduced as a result of the increased use of such vehicles.",1,0,0,0,0,0
179,hr909-112,https://www.congress.gov/bill/112th-congress/house-bill/909,https://www.govtrack.us/congress/bills/112/hr909,"To expand domestic fossil fuel production, develop more nuclear power, and expand renewable electricity, and for other purposes.","A Roadmap for America's Energy Future - Deems the Draft Proposed Outer Continental Shelf Oil and Gas Leasing Program 2010-2015 to have been approved by the Secretary of the Interior as a final oil and gas leasing program in full compliance with specified environmental law. Directs such Secretary to conduct a lease sale every 270 days in each outer Continental Shelf (OCS) planning region for which there is a commercial interest in purchasing federal oil and gas leases for OCS production. Requires the federal share of proceeds of lease sales from newly open areas to be deposited in the American-Made Energy Trust Fund (established by this Act). Amends the Outer Continental Shelf Lands Act (OCSLA) to: (1) modify the OCS leasing program; and (2) direct the Secretary to include, in each 5-Year Program, lease sales proposals offering for oil and gas leasing at least 75% of the available unleased acreage within each OCS Planning Area. Prescribes requirements for coordination with adjacent states regarding pipeline construction for crude oil, petroleum products, and natural gas. Prohibits, on either federal OCS or state waters, uses that are incompatible with: (1) oil and gas leasing, or (2) full oil or natural gas exploration and production on geologically prospective tracts. Requires the Secretary to accept, in satisfaction of mitigation requirements, proposals for mitigation measures on a site away from the area impacted by exploration and production activities. Directs the Secretary to establish a leasing program for oil, gas and oil shale within the Alaska Coastal Plain (ANWR). Amends the Alaska National Interest Lands Conservation Act of 1980 (ANILCA) to repeal the prohibition against production of oil and gas from the Arctic National Wildlife Refuge (ANWR). Allocates to the state of Alaska 50% of federal revenues derived from federal oil and gas leasing operations. Establishes in the Treasury the Coastal Plain Local Government Impact Aid Assistance Fund. Requires the Secretary to hold a lease sale offering an additional 10 parcels for lease for oil shale development. Directs the Secretary of Defense (DOD) to develop, construct, and operate a coal-to-liquid facility. Amends the Energy Independence and Security Act of 2007 to repeal the limitation on federal contracting for procurement and acquisition of alternative fuels with respect to associated lifecycle greenhouse gas emissions. States it is the policy of the United States to facilitate the continued development and growth of a safe and clean nuclear energy industry through reductions in financial, regulatory, and technical barriers to construction and operation. Directs the Nuclear Regulatory Commission (NRC) to: (1) issue operating permits for 200 new commercial nuclear reactors, and (2) establish a process for licensing facilities for the recycling of spent nuclear fuel. Amends of the Nuclear Waste Policy Act of 1982 to eliminate the Office Of Civilian Radioactive Waste Management. Requires the federal government to site and permit at least one radiological material geologic repository for the disposal of radiological material. Retains the repository site at Yucca Mountain (Nevada) as such a site unless the NRC determines that it is unsuitable. Directs the NRC to: (1) continue to review the pending Department of Energy (DOE) license application to construct the nuclear waste repository at Yucca Mountain until a determination is made on the merits, and (2) make a determination within 90 days after enactment of this Act on the suitability of Yucca Mountain for the repository site. Removes all current statutory limitations upon the amount of radiological material that can be placed in Yucca Mountain. Requires the NRC to replace them with new limits based on scientific and technical analysis of the full capacity of Yucca Mountain for the storage of radiological material. Directs the Secretary of Energy to apply for an alternative geologic repository providing at least 120,000 tons of storage capacity if the NRC determines Yucca Mountain is not a suitable location. Requires DOE to report to Congress on the feasibility of establishing an independent radiological material management program. Authorizes DOE to: (1) award a contract to an eligible entity to manage the nation's activities regarding radiological material repositories; and (2) transfer to that entity control and ownership of all NRC-issued licenses, allowances, and responsibilities for the operation of the nuclear materials repository at Yucca Mountain. Prohibits the President from blocking or hindering spent nuclear fuel recycling activities. Directs DOE to: (1) inventory all materials it owns that could be used to power commercial nuclear reactors, (2) establish a nuclear fuel supply reserve, and (3) transmit to Congress a long-term plan for introducing nuclear fuel supplies from the reserve into the market. Directs the NRC to implement an expedited procedure for issuing a Combined Construction and Operating License. Instructs the NRC Chairman to report recommendations to Congress regarding development of technology-neutral plant design specifications. Directs the DOE Secretary to establish a National Nuclear Energy Council. Directs the DOE Secretary and the NRC Chairman to reevaluate and accelerate the Next Generation Nuclear Power Plant schedule. Prohibits the Secretary of the Interior from using the Federal Land Policy and Management Act of 1976 to prevent uranium mining on federal lands unless the Secretary makes findings explaining the reason for such prevention. Instructs the Chairman of the NRC to make recommendations to Congress regarding streamlined licensing of small and modular nuclear reactors. Amends the Internal Revenue Code to establish the American-Made Energy Trust Fund to receive certain revenues from oil, gas, and oil shale leases. Instructs the DOE Secretary to: (1) establish a reverse auction program to award funds from the American-Made Energy Trust Fund to eligible entities to generate an amount of electric energy, and (2) establish within DOE a Reverse Auction Authority to conduct such auctions. Amends the Clean Air Act to: (1) redefine greenhouse gas, and (2) prohibit regulation of a greenhouse gas for climate change purposes. Amends the Endangered Species Act of 1973 to prohibit consideration of the climate change-related impact of a greenhouse gas upon any species of fish, wildlife, or plant.",1,0,0,0,1,0
180,hr2095-112,https://www.congress.gov/bill/112th-congress/house-bill/2095,https://www.govtrack.us/congress/bills/112/hr2095,"To establish a grant program to assist retail power providers with the establishment and operation of energy conservation programs using targeted residential tree-planting, and for other purposes.","Energy Conservation Through Trees Act - Authorizes the Secretary of Energy (DOE) to provide financial, technical, and related assistance to retail power providers to assist with the establishment of new, or continued operation of existing, targeted residential tree-planting programs. Requires the Secretary to create a national public recognition initiative to encourage participation in tree-planting programs by such providers. Limits assistance provided under this Act to programs that utilize targeted, strategic tree-siting guidelines to plant trees in relation to residence location, sunlight, and prevailing wind direction. Sets forth requirements that must be met for tree-planting programs to qualify for assistance. Authorizes the Secretary to award grants only to providers that have entered into binding legal agreements with nonprofit tree-planting organizations. Requires providers, in order to qualify for assistance, to establish and consult with a local technical advisory committee, which shall provide advice and consultation to the program, and which may: (1) design and adopt an approved plant list that emphasizes the use of hardy, noninvasive tree species, native or low water-use shade trees, or both; (2) design and adopt planting, installation, and maintenance specifications and create a process for inspection and quality control; (3) ensure that tree recipients are educated to care for and maintain their trees over the long term; (4) help the public become more engaged and educated in the planting and care of shade trees; (5) prioritize which sites receive trees, giving preference to locations with the most potential for energy conservation and secondary preference to areas where the average annual income is below the regional median; and (6) assist with monitoring and collection of data on tree health, tree survival, and energy conservation benefits generated under this Act.",0,0,0,0,0,0
181,hr1875-112,https://www.congress.gov/bill/112th-congress/house-bill/1875,https://www.govtrack.us/congress/bills/112/hr1875,To lower gas prices by making investments in cleaner vehicle technologies and infrastructure.,"Building Our Clean Energy Future Now Act of 2011 - Providing Gas Price Relief Through Public Transportation Act of 2011 - Authorizes additional FY2011-FY2012 appropriations for formula grants to both urbanized and nonurbanized areas for the operating and capital costs of public transportation (including intercity bus service) equipment and facilities, but only if grant recipients: (1) reduce or do not increase fares, (2) do not reduce service, (3) expand service, (4) acquire clean fuel or alternative fuel vehicle-related equipment or facilities, or (5) establish or expand commuter matching services. Requires a 100% federal share of a grant project involving acquisition of clean fuel or alternative fuel vehicle-related equipment or facilities to comply with the Clean Air Act. Amends the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users (SAFETEA-LU) to direct the Secretary of Transportation (DOT) to issue guidance on nationwide implementation of the transit pass transportation fringe benefits program for federal employees. Directs the Secretary to establish a pilot program to carry out vanpool demonstration projects. Amends the Internal Revenue Code to prohibit major integrated oil companies from taking income deductions for: (1) intangible drilling and development costs in the case of oil and gas wells; or (2) income attributable to domestic production, refining, processing, transportation, or distribution activities. Denies them also the last-in, first-out (LIFO) inventory method. Allows a tax credit for new qualified heavy natural gas or hybrid motor vehicles. Extends the alternative fuel vehicle refueling property credit to the refueling of non-highway hydrogen fuel cell vehicles. Establishes in the Treasury to Clean Energy Fund to support activities under this Act. Amends the Public Utility Regulatory Policies Act of 1978 to require each electric utility to develop a plan to support the use of plug-in hybrid electric vehicles and electric vehicles, including heavy-duty hybrid electric vehicles. Directs the Secretary of Energy (Secretary for the remainder of this bill) to establish a program, including financial assistance, to deploy and integrate plug-in electric drive vehicles in multiple regions. Advanced Vehicle Technology Act of 2011 - Directs the Secretary to conduct programs of basic and applied research, development, engineering, demonstration, and commercial application activities on: (1) materials, technologies, and processes with the potential to reduce or eliminate petroleum use and related emissions of the automotive and commercial vehicle sectors; (2) connectivity of vehicle and transportation systems; (3) advanced vehicle manufacturing technologies and practices; and (4) advanced technologies for medium- to heavy-duty commercial and transit vehicles. Requires the Secretary to: (1) make grants to demonstrate the integration of multiple advanced technologies on long-haul Class 8 truck and trailer platforms, (2) develop standard testing procedures and technologies to evaluate the performance of advanced heavy vehicle technologies, and (3) undertake a pilot program to improve total machine or system efficiency for heavy duty nonroad equipment.",-1,0,0,0,0,0
182,hr1890-112,https://www.congress.gov/bill/112th-congress/house-bill/1890,https://www.govtrack.us/congress/bills/112/hr1890,"To amend the Outer Continental Shelf Lands Act to require, as a condition and term of any exploration plan or development and production plan submitted under that Act, that the applicant for the plan must submit an oil spill containment and clean-up plan capable of handling a worst-case scenario oil spill, and for other purposes.","Save America from Environmentally Reckless Drilling Act or SAFER Drilling Act - Amends the Outer Continental Shelf Lands Act to direct the Secretary of the Interior to require, as a condition and term of any exploration plan or any development and production plan, that the applicant submit and implement an oil spill containment and cleanup plan (to be approved by the Secretary and the Administrator of the Environmental Protection Agency [EPA]) capable of handling a worst-case scenario oil spill. Describes required plan contents. Allows approval by the Administrator only if the applicant has demonstrated adequate technology, organization, resources, and capacity both to contain and to prevent shoreline contamination by a significant proportion of a worst-case spill, and to provide for long-term cleanup and remediation of the marine and coastal environments. Authorizes cancellation of a lease (without compensation) upon failure of the lease holder to submit an exploration plan or development and production plan in accordance with this Act or to implement an approved oil spill containment and cleanup plan.",-1,0,0,0,0,0
184,s1043-112,https://www.congress.gov/bill/112th-congress/senate-bill/1043,https://www.govtrack.us/congress/bills/112/s1043,"A bill to amend the Energy Independence and Security Act of 2007 to promote energy security through the production of petroleum from oil sands, and for other purposes.","Oil Sands Energy Security Act of 2011 - Amends the Energy Independence and Security Act of 2007 to repeal the requirement that any federal agency procurement contract for an alternative or synthetic fuel, including those from nonconventional petroleum sources, for any mobility-related use (except research or testing) specify that lifecycle greenhouse gas emissions associated with the fuel must, on an ongoing basis, be less than or equal to such emissions from equivalent conventional fuel produced from conventional petroleum sources.",1,0,0,0,0,0
185,s1027-112,https://www.congress.gov/bill/112th-congress/senate-bill/1027,https://www.govtrack.us/congress/bills/112/s1027,"A bill to provide for the rescission of certain instruction memoranda of the Bureau of Land Management, to amend the Mineral Leasing Act to provide for the determination of the impact of proposed policy modifications, and for other purposes.","American Energy and Western Jobs Act - Rescinds and declares without force or effect: (1) Bureau of Land Management (BLM) Instruction Memoranda numbered 2010-117 (Oil and Gas Leasing Reform  Land Use Planning and Lease Parcel Reviews) and 2010-118 (Energy Policy Act Section 390 Categorical Exclusion Policy Revision), both issued on May 17, 2010; and (2) Secretarial Order No. 3310 (Wild Lands Policy) issued by the Secretary of the Interior on December 22, 2010. Amends the Mineral Leasing Act to: (1) repeal the requirement that leases be issued within 60 days following payment by the successful bidder of the remainder of the bonus bid and the annual rental for the first lease year, and (2) direct the Secretary to automatically issue a lease 60 days after the date of such payment, unless the Secretary is able to issue the lease before that date. Bars an action seeking judicial review of the adequacy of any program or site-specific environmental impact statement under the National Environmental Policy Act of 1969 concerning oil and gas leasing for onshore federal land unless the action is brought in federal district court within 60 days after publication in the Federal Register of notice of the availability of the environmental impact statement. Directs the Secretary, before modifying and implementing any onshore oil or natural gas preleasing or leasing and development policy, or a policy relating to protecting the wilderness characteristics of public land, to complete an economic impact assessment and determine that the proposed policy modification will not: (1) result in a detrimental impact on employment opportunities relating to oil- and natural gas-related development, (2) contribute to an increase in the domestic use of imported petroleum resources, or (3) contribute to an aggregate loss of oil and natural gas receipts. Directs the Secretary, acting through the Director of the Bureau of Land Management, and the Secretary of Agriculture, acting through the Chief of the Forest Service, to submit, as part of the annual agency budget, a report detailing, for each field office, the revenues generated by specified use of public land. Directs the Secretary to: (1) establish a domestic strategic production goal for the development of oil and natural gas managed by the federal government; and (2) hold a lease sale offering an additional 10 parcels for lease for research, development, and demonstration of oil shale resources in accordance with terms offered in a specified solicitation of bids for the leases.",1,0,0,0,0,0
186,s398-112,https://www.congress.gov/bill/112th-congress/senate-bill/398,https://www.govtrack.us/congress/bills/112/s398,"A bill to amend the Energy Policy and Conservation Act to improve energy efficiency of certain appliances and equipment, and for other purposes.","Implementation of National Consensus Appliance Agreements Act of 2011 - (Sec. 2) Amends the Energy Policy and Conservation Act (EPCA) to expand the definition of ""energy conservation standard"" under such Act to mean one or more performance or design requirements relating to energy and water efficiency. Establishes energy conservation standards for: (1) central air conditioners and heat pumps; (2) through-the-wall central air conditioners; (3) through-the-wall central air conditiioning heat pumps; (4) small duct, high velocity systems; and (5) non-weatherized furnaces. (Sec. 3) Establishes energy conservation standards for: (1) heat pump pool heaters, and (2) GU-24 lamps, lamp sockets, and adaptors. (Sec. 5) Establishes energy conservation standards and test procedures for bottle-type water dispensers, commercial hot food holding cabinets, and portable electric spas. (Sec. 6) Allows any person to petition the Secretary of Energy (DOE) to prescribe or amend test procedures for covered products and equipment. Establishes deadlines for responding to such petitions. (Sec. 7) Requires the Secretary to publish amended test procedures for refrigerators and freezers, residential clothes washers, and clothes dryers. (Sec. 8) Requires the Administrator of the Environmental Protection Agency (EPA) to determine whether to update the Energy Star criteria for residential refrigerators, refrigerator-freezers, freezers, dishwashers, clothes washers, and room air conditioners to incorporate smart grid and demand response features. (Sec. 9) Requires the Secretary to: (1) conduct a study of video game console energy use and opportunities for energy savings for such use, (2) determine whether to establish minimum energy efficiency standards for such use after completing such study, and (3) conduct a follow-up study if an energy efficiency standard is not established. (Sec. 10) Revises energy conservation standards for refrigerators, refrigerator-freezers, and freezers manufactured as of January 1, 2014. (Sec. 11) Establishes energy conservation standards for room air conditioners manufactured on or after June 1, 2014. (Sec. 12) Requires the Secretary to publish a final rule that establishes a uniform energy descriptor and test methods for covered water heaters (i.e., a water heater, a storage water heater, an instantaneous water heater, or an unfired water storage tank). (Sec. 13) Establishes energy conservation standards for: (1) clothes dryers manufactured on or after January 1, 2015; (2) clothes washers manufactured on or after January 1, 2015, and on or after January 1, 2018; and (3) residential dishwashers manufactured on or after January 1, 2013. (Sec. 16) Requires the Secretary, in conducting rulemakings for reflector lamps after January 1, 2014, to consider incandescent and nonincandescent technologies and a new energy-related measure other than lumens per watt. (Sec. 17) Requires the Secretary to publish in the Federal Register a notice of, and explanation for, any DOE decision to grant or deny a petition for a new or amended energy standard and to publish, within three years after granting a petition, a final rule that contains the new or amended standards or a determination that no new or amended standards are necessary. (Sec. 18) Amends EPCA to extend provisions of that Act relating to prohibited acts to manufacturers, distributors, retailers, or private labelers. (Sec. 19) Defines and establishes energy conservation standards for: (1) high light output double-ended quartz halogen lamps and general purpose mercury vapor lamps; (2) gas-fired and oil-fired warm air furnaces; and (3) service over the counter, self-contained, medium temperature commercial refrigerators. (Sec. 22) Directs the Secretary to: (1) conduct an assessment of electric motors and the electric motor market in the United States and develop recommendations for improving the efficiency of motor systems; and (2) establish a proactive, national program targeted at motor end-users to increase awareness of the energy and cost-saving opportunities in commercial and industrial facilities using higher efficiency electric motors, improvements in motor system procurement and management procedures, and criteria for making decisions for new, replacement, or repair motor and motor system components. (Sec. 23) Directs the Secretary to study and report on: (1) the degree of compliance with energy standards for appliances; and (2) the costs and benefits of requiring high-quality, direct current electricity supply in buildings and the role of the federal government in imposing such requirements.",0,0,0,0,0,0
187,s629-112,https://www.congress.gov/bill/112th-congress/senate-bill/629,https://www.govtrack.us/congress/bills/112/s629,"A bill to improve hydropower, and for other purposes.","Hydropower Improvement Act of 2011 - (Sec. 4) Expresses the sense of the Senate that the United States should increase substantially the capacity and generation of clean, renewable hydropower which will improve the environmental quality of resources and support local job creation and economic investment across the United States. (Sec. 5) Directs the Secretary of Energy (DOE) to establish: (1) a grants program for increased hydropower production; and (2) a plan for research, development, and demonstration to increase hydropower capacity, including technical assistance to certain applicants and licensees to perform environmental studies, or comply with applicable environmental requirements. (Sec. 7) Directs the Federal Energy Regulatory Commission (FERC) to: (1) investigate the feasibility of the issuance of a license for certain hydropower development during the two-year period beginning on the date of commencement of the prefiling licensing process, and (2) hold workshops and develop hydropower pilot projects. (Sec. 8) Amends the Federal Power Act (FPA) to revise the criteria for exemption of conduit hydroelectric facilities from FERC regulation. Authorizes FERC to grant an exemption from the Act's requirements (including license requirements) to any electric power generation facility located on federal lands (as well as any on non-federal lands, as under current law). Revises the definition of conduit to specify any tunnel, canal, pipeline, aqueduct, flume, ditch, or similar manmade water conveyance operated (as under current law) for the distribution of water for agricultural, municipal, or industrial consumption and not primarily for the generation of electricity. Requires FERC, in making an exemption decision, to consult with the Secretary of the department that supervises the land on which the facility will be located, as well as with federal agencies specified in existing law. Declares that nothing alters or affects the authority of the Secretary of the Interior under the reclamation laws to: (1) authorize private hydropower development under a lease of power privilege, or (2) develop other hydropower generation at facilities of the Bureau of Reclamation. Directs FERC to enter into a memorandum of understanding with relevant federal agencies that have conditioning authority to: (1) establish a coordinated and more efficient approach to any environmental impact statement or similar analysis relating to the consideration of conduit hydropower projects, and (2) develop an expedited approval process for such projects. Directs the Commissioner of Reclamation (Commissioner) and FERC to conduct public workshops on pilot conduit hydropower projects. Directs FERC to conduct regional public workshops to: (1) reduce barriers for small hydroelectric power projects, (2) aggregate appropriate small hydroelectric power projects for consideration in a consolidated license or exemption, and (3) determine whether the rated capacity for small hydroelectric power projects established by FERC should be increased from five electrical megawatts. Authorizes funding for pilot projects for FY2012-FY2016. (Sec. 9) Amends the FPA to authorize FERC to extend the term of a preliminary permit once for not more than two additional years if it finds that the permittee has carried out activities under the permit in good faith and with reasonable diligence. (Sec. 10) Directs the Commissioner to study barriers to non-federal hydropower development at Bureau of Reclamation projects. Directs the Commissioner and FERC to develop and issue an interagency memorandum of understanding to improve the coordination and timeliness of the non-federal development of hydropower resources at Bureau of Reclamation projects. (Sec. 11) Directs the Secretary to study: (1) the potential quantity of hydropower that may be obtained from conduits in the United States; and (2) federal and nonfederal land that is well-suited for pumped storage sites and is located near existing or potential sites of intermittent renewable resource development, such as wind farms. (Sec. 13) Directs the President to report to certain congressional committees on actions taken by DOE, the Department of the Interior, and the U.S. Army Corps of Engineers to implement the memorandum of understanding on hydropower entered into on March 24, 2010. (Sec. 14) Declares that this Act shall not limit the authority of the Bureau of Reclamation to develop new hydropower at existing federal projects in a manner consistent with federal law, power and nonpower operating requirements of such projects, and laws governing the Federal Power Marketing Administrations. Declares that nothing in this Act limits the authority under existing law of a Federal Power Marketing Administrator in the event that operations at federal projects with hydropower facilities are modified.",0,0,0,1,0,0
188,s953-112,https://www.congress.gov/bill/112th-congress/senate-bill/953,https://www.govtrack.us/congress/bills/112/s953,"A bill to authorize the conduct of certain lease sales in the Outer Continental Shelf, to amend the Outer Continental Shelf Lands Act to modify the requirements for exploration, and for other purposes.","Offshore Production and Safety Act of 2011 - Amends the Outer Continental Shelf Lands Act to direct the Secretary of the Interior (Secretary) to require an exploration plan to incorporate a third-party reviewed response plan which describes the means and timeline to contain and terminate an ongoing discharge of oil. Requires the Secretary to certify, as a prerequisite to plan approval, the technological feasibility of methods proposed to be used under a response plan, as demonstrated by the potential lessee through simulation, demonstration, or other means. Directs the Secretary of Energy (DOE), acting through the DOE Office of Science, to use specified funds to study, in collaboration with the DOE Office of Fossil Energy, means of improving prevention methodologies and technological responses to oil spills and mitigating the effects of oil spills on natural habitat. Requires the DOE Secretary, as part of the study, to convene a task force to assess: (1) such methodologies and technological response to the blowout and explosion of the mobile offshore drilling unit Deepwater Horizon on April 20, 2010, and the resulting hydrocarbon releases into the environment; as well as (2) the adequacy of existing technologies for prevention and responses to deep water oil spills. Directs the Comptroller General to study existing federal capabilities and legal authorities to prevent and respond to oil spills. Instructs the Secretary to conduct certain oil and gas lease sales within specified deadlines. States that such lease sales are considered to satisfy the requirements of the National Environmental Policy Act of 1969. Prohibits the Secretary from issuing a permit without ensuring that the proposed drilling operations meet all: (1) critical safety system requirements, including blowout prevention; and (2) oil spill response and containment requirements. Requires the Secretary to decide whether to issue a permit within 30 days after receiving an application. Allows up to two 15-day extensions of such deadline. Prescribes implementation procedures. Imposes a deadline for a final decision on certain permit applications under existing leases. Directs the Secretary to extend by one year the terms of certain oil and gas leases (covered leases) for the Gulf of Mexico outer Continental Shelf (OCS) region. Establishes any district court within the Fifth Circuit as the exclusive venue for civil actions relating to covered energy projects on leased federal land in the Gulf of Mexico unless there is no proper venue within that circuit. Bars such a civil action unless it is filed within 60 days after the final federal action to which it relates. Sets forth a standard of review under which: (1) the court is directed to hear and determine any covered civil action as expeditiously as possible; and (2) any judicial review of a covered civil action makes a presumption that the administrative findings and conclusions relating to the challenged federal action or decision are correct. Sets restrictions on prospective relief. Prohibits federal payment of attorneys' fees, expenses, and other court costs to any party in a covered civil action under this Act.",0,0,0,0,0,0
189,s917-112,https://www.congress.gov/bill/112th-congress/senate-bill/917,https://www.govtrack.us/congress/bills/112/s917,"A bill to amend the Outer Continental Shelf Lands Act to reform the management of energy and mineral resources on the Outer Continental Shelf, and for other purposes.","Outer Continental Shelf Reform Act of 2011 - Amends the Outer Continental Shelf Lands Act to prescribe a program of structural reform for management of the Outer Continental Shelf, including establishing two bureaus to carry out leasing, permitting, and safety and environmental regulatory functions. Directs the Secretary of the Interior to establish: (1) an office to carry out the royalty and revenue management functions, and (2) an Outer Continental Shelf Safety and Environmental Advisory Board. Authorizes the Secretary to: (1) recruit and directly appoint highly qualified critical technical personnel, upon a determination that there is a severe shortage of candidates or a critical hiring need for particular positions; and (2) approve reemployment of civilian retirees to carry out a critical functions under this Act. Directs the Secretary to: (1) prescribe and amend rules and regulations addressing operational safety and protection of the marine and coastal environment; (2) review bond and surety amounts every five years; (3) review royalty and rental rates; (4) review and report on the federal offshore oil and gas fiscal system; and (5) implement research and development to improve methodologies for characterizing resources of the Outer Continental Shelf and conditions affecting the ability to develop and use resources in a safe, sound, and environmentally responsible manner. Instructs the Secretary to develop and implement programs for: (1) analysis and dissemination of environmental and other resource data; (2) risk assessment to address technology and development issues associated with Outer Continental Shelf energy and mineral resource activities, including safety, environmental protection, and spill response; (3) review of alleged safety violations; and (4) the collection of a non-refundable inspection fee for deposit into the Ocean Energy Enforcement Fund (established under this Act). Cites conditions under which bids for a lease may be disqualified. Revises requirements governing explorations plans and drilling permits.",-1,0,0,0,0,0
190,s940-112,https://www.congress.gov/bill/112th-congress/senate-bill/940,https://www.govtrack.us/congress/bills/112/s940,"A bill to reduce the Federal budget deficit by closing big oil tax loopholes, and for other purposes.","Close Big Oil Tax Loopholes Act - Expresses the sense of the Senate that: (1) the President and Administration should be commended for recognizing the severity of high gas prices and for taking appropriate actions to help reduce gas prices; (2) Congress should take additional actions to complement the efforts of the President; (3) the Organization of Petroleum Exporting Countries (OPEC) should contribute to the stabilization of world oil markets and prices and reduce the burden of high gasoline prices by using existing idle oil production capacity to compensate for any supply shortages; and (4) U.S. economic, environmental, and national security depend on a sustained effort to reduce and eventually eliminate the dependence of the United States on oil. Amends the Internal Revenue Code to deny to oil companies with gross receipts in excess of $1 billion in a taxable year and an average daily worldwide production of crude oil of at least 500,000 barrels a year: (1) a foreign tax credit if such company is a dual capacity taxpayer, as defined by this Act; (2) the tax deduction for income attributable to domestic production of oil, natural gas, or primary products thereof; (3) the tax deduction for intangible drilling and development costs; (4) the percentage depletion allowance for oil and gas wells; and (5) the tax deduction for qualified tertiary injectant expenses. Amends the Energy Policy Act of 2005 to repeal the authority of the Secretary of the Interior to grant royalty relief (suspension of royalties) for natural gas production from deep wells and deep water oil and gas production in the Outer Continental Shelf. Dedicates any increased revenue generated by this Act to the reduction of a federal budget deficit or the public debt. Provides for compliance of the budgetary effects of this Act with the Statutory Pay-As-You-Go Act of 2010.",-1,0,0,0,0,0
191,hr1748-112,https://www.congress.gov/bill/112th-congress/house-bill/1748,https://www.govtrack.us/congress/bills/112/hr1748,"To provide consumers relief from high gas prices, and for other purposes.","Taxpayer and Gas Price Relief Act of 2011 - Amends the Internal Revenue Code to deny major integrated oil companies: (1) a tax deduction for income attributable to producing, refining, processing, transporting, or distributing oil, gas, or primary products thereof; (2) the last-in, first-out inventory method; and (3) deductions for intangible drilling and development costs in the case of oil and gas wells. Deficit Reduction Through Fair Oil Royalties Act - Prohibits the Secretary of the Interior from issuing new oil or natural gas production leases in the Gulf of Mexico under the Outer Continental Shelf Lands Act (OCSLA) to certain lessees unless they have renegotiated covered leases to require the payment of royalties if the price of oil and natural gas is greater than or equal to specified OCSLA price thresholds. Requires rentals or royalties received by the United States to be deposited in the Treasury for federal budget deficit reduction or, if there is no federal budget deficit, for reducing the federal debt. Directs the Secretary to agree to a lessee's request to amend any lease issued for any Central and Western Gulf of Mexico tract in the period of January 1, 1996, through November 28, 2000, to incorporate price thresholds applicable to royalty suspension requirements that are equal to or less than the price thresholds specified under OCSLA. Federal Price Gouging Prevention Act - Makes it unlawful for any person, during a proclaimed international crisis affecting the oil market, to sell gasoline or any other petroleum distillate at a price that: (1) is unconscionably excessive; and (2) indicates the seller is taking unfair advantage of the circumstances of the crisis to increase prices unreasonably. Authorizes the President to issue such a proclamation. Enhanced Supply and Price Reduction Act of 2011 or the Enhanced SPR Act - Amends the Energy Policy and Conservation Act to authorize the Secretary of Energy (DOE) to sell at least 30 million barrels of petroleum from the Strategic Petroleum Reserve (SPR) and acquire refined petroleum product. Requires the Secretary to deposit the cash proceeds from such sales into the SPR Petroleum Account. Authorizes the President to instruct the Secretary to drawdown and sell or exchange petroleum product in a specified amount from the SPR if a circumstance exists of such significance and scope that action would be warranted to address market manipulation or otherwise be in the public interest.",-1,0,0,0,0,0
